id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?,label,score
1268033338880651264,@desimojito We will do kitty party after corona leaves us for good 😹😻,2020-06-03 04:14:41,0,0,Twitter for iPhone,69,65848412,khushikadri,Dr Khushboo 🔕,2009-08-15 06:56:33,"Women are Angels. And When Someone Breaks Our Wings, We Simply Continue to Fly On A Broomstick. We Are Flexible Like That !",27974,109,"Mumbai, India",140180,False,https://t.co/Fo0dZK6CRU,,Yes,POSITIVE,0.987958550453186
1268033326629060613,Go corona gm https://t.co/SMSV0poSYo,2020-06-03 04:14:38,0,0,Twitter for Android,36,1234686324810158081,PramodP78373577,Pramod Pardeshi,2020-03-03 03:45:47,hi gm,0,5,,34,False,,,No,NEGATIVE,0.9945874214172363
1268033310065938432,@JackieHoffman16 My mother died right before the corona pandemic lockdown.  I am sooo grateful that she did not hav… https://t.co/VeavAB89FT,2020-06-03 04:14:34,0,0,Twitter Web App,140,70089248,JamieVV,Jamie Vargas-Vila,2009-08-30 09:34:03,,36,551,,327,False,,,No,NEGATIVE,0.7348408699035645
1268033299949039619,@tfblade No thanks. Toronto full of corona,2020-06-03 04:14:32,0,0,Twitter for iPhone,42,1154100449147965440,iEvil777,iEvil777,2019-07-24 18:46:04,🇨🇦🍣🥂🍕🍟🌮🍔🥩🍰🍜🥧🏀🏓🏐🏸🏋️,23,371,,3147,False,,,No,POSITIVE,0.7051663398742676
1268033295947894789,"Ab kis qisam ka PM Fun for Corona?

@easypaisa Our donation to PM @ImranKhanPTI will only increase his bank balance. https://t.co/hiLwvKLEVX",2020-06-03 04:14:31,0,0,Twitter for Android,140,1261761352915472386,MairaNyx,Maira,2020-05-16 20:52:20,Liberal | Feminist  | Free Thinker | Freedom Of Speech | Humanity First | DMs 🚫 | Retweets are not Endorsements.,270,367,,369,False,,,No,NEGATIVE,0.9989239573478699
1268033290876751872,@YoSaltyGaming Corona is always the way,2020-06-03 04:14:30,0,0,Twitter Web App,39,1066765279827419137,Pumpszy,Pumps 7🍀 #FaZe5,2018-11-25 18:47:17,hi ur cute ♤ Trickshotter for @Team7co🍀  ♧ https://t.co/TplgwZytf0 ♢ Epic : Pumps 7 ♡  🇵🇭 🇳🇿 #FaZeUp,864,234,Code Pumpszy,8821,False,https://t.co/wrffUKJnYK,,Yes,POSITIVE,0.835774838924408
1268033284933484544,"German official blows whistle on the virus scam
https://t.co/hYrpm2uEXK",2020-06-03 04:14:28,0,0,Twitter for iPad,71,1909688808,AfricaDesk1,Laura Whittaker,2013-09-27 01:17:48,4th generation African - whistleblower and survivor. I hate the globalist cabal & I support Pres.Trump.     ⭐️⭐️⭐️,11893,12012,,65339,False,,,No,NEGATIVE,0.9973098039627075
1268033279036395522,I just caught myself looking at pictures of the weekend I went to GA to get @ywalker13524 because of Corona and thi… https://t.co/lMxOYT0LvI,2020-06-03 04:14:27,0,0,Twitter for iPad,140,820781664,beeswomp,Brianna Walker,2012-09-13 03:00:59,Feral Library Twitter,297,272,Chicago,11345,False,,,No,NEGATIVE,0.9782384634017944
1268033260065640449,Just Imagine if INDIA boycott all Chinese products and next day china finds the corona  vaccine 🙄.,2020-06-03 04:14:22,0,0,Twitter for Android,98,1243825012076728320,TahirAm38573205,Tahir Amin,2020-03-28 08:59:40,parents spport from parents is important,4,30,,9,False,,,No,NEGATIVE,0.9983583092689514
1268033252117413892,fuck Corona. We'll protest until they get the justice they need!!,2020-06-03 04:14:20,0,0,Twitter for Android,65,838429108921110529,CeydiLlerena,Ceydi,2017-03-05 16:40:51,,26,31,"Houston, TX",1498,False,https://t.co/3yoHThtbKE,,Yes,NEGATIVE,0.9983945488929749
1268033235478601728,Ropa plants babul ka tho AAM khaha se aae half population corona virus transmitted due to eid marketing no maintain… https://t.co/pIGUXfiRhQ,2020-06-03 04:14:16,0,0,Twitter for Android,140,1124238263001026561,SKedhri,rss Sadanand keshri 1002944606,2019-05-03 09:04:24,only latest news,151,853,"Munger, India",1263,False,,,No,NEGATIVE,0.9980328679084778
1268033233545035777,"🌍 Worldwide Coronavirus Statistics
Confirmed Cases: 6,451,966 (+10,684)
Recovered: 3,066,678
Deaths: 382,479 (+620)… https://t.co/ipMDLxdDUQ",2020-06-03 04:14:16,0,0,COVID19-Tweet,140,1241506974094651398,CovidTweet,CoronavirusBot,2020-03-21 23:28:29,Coronavirus bot that tweets the latest info about the coronavirus every 12 hours. Developed by @Tetracyl,576,3,The World,726,False,https://t.co/qgE20iLl2N,,Yes,NEGATIVE,0.9869153499603271
1268033218399404037,"If you were someone who was advocating for reopening the country and are now pulling the “OMG don’t protest, you’re… https://t.co/oI6iWHwNpr",2020-06-03 04:14:12,0,0,Twitter for iPhone,140,1239771700239249408,tay_marcela,Taynara Marcela,2020-03-17 04:33:08,"flight attendant l pre-PA l 🇧🇷🇺🇸 “I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life”",15,50,,139,False,,,No,NEGATIVE,0.9930890202522278
1268033210908278784,"Just heard in the morning, our acquaintance Mian Jamshed died of Corona 🤐 https://t.co/NDxSTy0CNU",2020-06-03 04:14:11,0,0,Twitter for Android,97,86904493,Inevitable_khan,fatimah Khan,2009-11-02 09:01:06,"Talk less and Listen more ~ 🌏 

https://t.co/pPFwoE5HXk",3139,402,Pakistan,44556,False,,,No,NEGATIVE,0.9872207045555115
1268033207544528899,"#coronavirus 
#CoronaVirusPakistan 
#PTIGovernment set timings for Corona to visit Pakistan, esp on weekends..… https://t.co/xJtQVYoWt3",2020-06-03 04:14:10,0,0,Twitter for Android,135,1298864238,Adnan_Akhter_,Adnan Akhter,2013-03-25 10:49:42,"Researcher / Educationist / Financial Analyst / Globetrotter /.......................................................

PhD/CFA®",330,220,Islamabad,2827,False,,,No,NEGATIVE,0.9872839450836182
1268033203559956480,"@anilvijminister After distribution of corona in various parts of country from Kajeriwal state ,now acting to stop… https://t.co/1HmfhvSYgV",2020-06-03 04:14:09,0,0,Twitter for Android,139,2879067130,BaldevDhull,Baldev Raj Dhull,2014-11-16 03:26:31,"1.Ex Sgt : IAF 
2.Application Manager : CTR Mfg Pune India
 3.Devotee of : SAM(DJJS) 
4.DOB : March 02, 1969 
5.Job :  DE,ETC of Domestic and Overseas projects.",0,28,Pune India ,105,False,,,No,NEGATIVE,0.9984080195426941
1268033168063393793,France protest ...now they will have more corona to fight with https://t.co/Mma10qSon0,2020-06-03 04:14:00,0,0,Twitter for Android,86,1629673561,Frustitute,Frustitute,2013-07-29 06:19:13,"Revenge is not always better,but neither is forgiveness,
Learn to know them both,so that there is no problem

Question Govt when needed and Support when needed.",3514,620,,43215,False,,,No,NEGATIVE,0.9925916194915771
1268033127831789568,"@hafiz65 @Shantanu_KP007 @taslimanasreen No one asked you to ,goatfucker. He is telling it to Tasleema Nasreen.

Yo… https://t.co/m0lIxBsHZ3",2020-06-03 04:13:51,0,0,Twitter for Android,140,1015430075808792576,Hola15866090,Hola |,2018-07-07 02:59:30,Libtard free intellActual WAMAN,61,24,,6402,False,,,No,NEGATIVE,0.9959683418273926
1268033112543559682,I’m continuing to social distance because my parents do not have the antibodies to fight corona but honestly I would’ve clocked someone so,2020-06-03 04:13:47,0,0,Twitter for iPhone,138,1022306764581216256,kayakjonezia,gina,2018-07-26 02:25:01,1312 (◍•ᴗ•◍)♡ ✧*。,388,405,long island,2411,False,https://t.co/tOBstuB1hj,,Yes,NEGATIVE,0.9314954876899719
1268033112002498560,"#Elephant
Really 💔😭
Who are these bastards

Why don't they get Corona or eaten by swarm of Locusts😤",2020-06-03 04:13:47,0,0,Twitter Web App,99,1096468864987103233,AnkushRoy26,Ankush Roy,2019-02-15 17:58:43,"There's a lot about me
160 alphabets will fell short",11,284,Ahmedabad,576,False,,,No,NEGATIVE,0.9930129647254944
1268033091907448832,@vinayakujalambe Hi! We apologize for the trouble caused. We wish to inform you that the pre-call alert cannot be d… https://t.co/wBzWG0rmfQ,2020-06-03 04:13:42,0,0,Sprinklr,140,61180382,VodafoneIN,Vodafone,2009-07-29 12:16:45,“Welcome to the official Twitter account of Vodafone in India. Tweet us for any query on your Vodafone connection in India and we’d be #HappyToHelp”,824921,85866,India,1934523,True,https://t.co/5KcDWc8NQZ,,Yes,NEGATIVE,0.9955645799636841
