id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,number_of_QuestionMarks,user_has_url?,label,score
1384146194973151236,"@DelhiPolice Why not you arrest pm modi in bengal ...
Or car me 2 log baith kar ja rhe hai to corona ho jayga  f.i.… https://t.co/irAuRxEzAz",2021-04-19 14:05:43,0,0,Twitter for Android,140,1301783944954654722,BhaskarVanu,Vanu Bhaskar,2020-09-04 07:27:43,,2,2,,9,False,,,No,NEGATIVE,0.9936246871948242
1384146194176233472,My husband a Britisher who has worked in the Bhit gas field for the last 17 to 18 years in Pakistan was suddenly di… https://t.co/fyACMl6tSF,2021-04-19 14:05:43,0,0,Twitter for iPad,140,2796391666,teqella,Kauserwelburn,2014-09-30 21:05:07,I love my country and I hate how the polaticians  are recking. It.,10,52,"Bangkok, Thailand",1691,False,,,No,NEGATIVE,0.999729335308075
1384146191449956362,"😍! Mask for Glasses Wearers  
#Covid_19 #UKGiftAM #UKGiftHour #lockdowns  #COVIDー19 #Sales #Corona #NHS #giveaway… https://t.co/xdawDDW7f9",2021-04-19 14:05:42,0,0,Twitter for iPhone,138,864999784049803264,Bompi_Tortilli,Bompi&Tortilli,2017-05-18 00:23:14,"Designer and Artist, Taking small but meaningful steps one at a time.",221,1741,"London, England",15955,False,https://t.co/TbfxGdzYy5,,Yes,NEGATIVE,0.9935457110404968
1384146181941448712,"From 1 may the vaccine gone to be given to 18+ #vaccine
#gocoronago
#CoronaVaccine #COVID19Vaccination #Corona",2021-04-19 14:05:40,0,0,Twitter for Android,110,1381834586599030784,moksh285,Moksh Bansal,2021-04-13 05:00:23,proud to be indian,0,8,"Sunam, India",3,False,,,No,NEGATIVE,0.987270712852478
1384146171417878528,You are super strong person by mind . You will win corona. Lord Govinda bless you with speedy recovery sir,2021-04-19 14:05:38,0,0,Twitter for Android,106,417631009,nageshbabuvd,nagesh babu,2011-11-21 05:46:03,,3,7,,18,False,,,No,POSITIVE,0.9998797178268433
1384146166569324545,"Don’t spread FAKE news.

Govt has already said that The claims under PMGKP will be settled by the Insurance Company… https://t.co/1dfnlvWbbE",2021-04-19 14:05:36,0,0,Twitter for iPhone,140,122297053,Atul_Unadkat,Atul Unadkat,2010-03-12 07:07:02,Cinema. Poetry. Sports. Politics.,950,461,Mumbai,2517,False,https://t.co/hoKl2gAMXi,,Yes,NEGATIVE,0.8572837710380554
1384146163612360709,"😍! Mask for Glasses Wearers  
#Covid_19 #UKGiftAM #UKGiftHour #lockdowns  #COVIDー19 #Sales #Corona #NHS #giveaway… https://t.co/tyxJUC8m9e",2021-04-19 14:05:36,0,0,Twitter for iPhone,138,864999784049803264,Bompi_Tortilli,Bompi&Tortilli,2017-05-18 00:23:14,"Designer and Artist, Taking small but meaningful steps one at a time.",221,1741,"London, England",15956,False,https://t.co/TbfxGdzYy5,,Yes,NEGATIVE,0.9939097166061401
1384146162676998151,"@narendramodi
 government takes charge to control the menace of Corona in Delhi. https://t.co/Gq1XyWE8p0",2021-04-19 14:05:36,0,0,Twitter for Android,104,504551569,imkunalupadhyay,कुणाल उपाध्याय,2012-02-26 14:09:18,Politics BJP & RSS,1527,2564,"Katihar, India",2686,False,,,No,NEGATIVE,0.9525936245918274
1384146148974206976,"@ANI #cancelboardexams2021 #stateboardexams2021
#masspromotion #cancelboardexams
@BBCBreaking @vijayrupanibjp… https://t.co/E8SF85Blb5",2021-04-19 14:05:32,0,0,Twitter for Android,134,1321394416590884866,Pushpen36611583,Pushpendra Kumar Singh,2020-10-28 10:12:52,Topped....in cricket,5,10,,95,False,,,No,NEGATIVE,0.9982613921165466
1384146140275240963,i hate u corona pls go away,2021-04-19 14:05:30,0,0,Twitter for Android,27,1350800693129486344,ddeonu86449135,user455,2021-01-17 13:42:48,,1,66,,287,False,,,No,NEGATIVE,0.9932063817977905
1384146137225994246,"😍! Mask for Glasses Wearers  
#Covid_19 #UKGiftAM #UKGiftHour #lockdowns  #COVIDー19 #Sales #Corona #NHS #giveaway… https://t.co/ZFCyoS2Yb9",2021-04-19 14:05:29,0,0,Twitter for iPhone,138,864999784049803264,Bompi_Tortilli,Bompi&Tortilli,2017-05-18 00:23:14,"Designer and Artist, Taking small but meaningful steps one at a time.",221,1741,"London, England",15956,False,https://t.co/TbfxGdzYy5,,Yes,NEGATIVE,0.9939019680023193
1384146133748903939,@ShrutiT73157568 @Boy45Hail @AyushJain2004 @beingarun28 Pakistan se compare kyu. UK se compare kro jaha corona cont… https://t.co/8EtKyNi87H,2021-04-19 14:05:29,0,0,Twitter for Android,140,1239545975384854529,M81863093,M,2020-03-16 13:36:31,,0,4,,43,False,,,No,NEGATIVE,0.9844738245010376
1384146120557752323,My prayers to God for the Speedy recovery and good health of former Prime Minister Shri @_ManmohanSingh Ji who has… https://t.co/chVFyW7b6E,2021-04-19 14:05:25,0,0,Twitter for Android,139,775046781826543616,sandeepvorainc,Sandeep Vora,2016-09-11 19:02:07,General Secretary - @IYCChhattisgarh | I/C - Kanker Youth Congress | Congressman |Views are totally personal.,1582,382,"Chhattisgarh, India",1282,False,https://t.co/WsW2tq8VSC,,Yes,POSITIVE,0.6114364862442017
1384146115113586693,Corona please change your packaging? Fucking Mission Impossible tryna get one out,2021-04-19 14:05:24,0,0,Twitter for iPhone,81,1088614753839300609,charli3k3ndrick,CHARLIE,2019-01-25 01:49:17,̿'̿'\̵͇̿̿\з=( ͠° ͟ʖ ͡°)=ε/̵͇̿̿/'̿̿ ̿ ̿ ̿ ̿ ̿,51,86,"London, England",311,False,,,No,NEGATIVE,0.9987248778343201
